TIMESTAMP,OPEN,LOW,HIGH,CLOSE,VOLUME,TIMESTAMP_CLOSE,VOLUME_QUOTE,TRADES,TAKER_BASE,TAKER_QUOTE
1570406400000,7851.01,8330.0,7764.42,8186.88,62760.3,1570492799999,504822438.83,115400.0,30547.44,246020207.23
1570492800000,8188.55,8322.01,8103.88,8167.62,44715.16,1570579199999,366576763.25,82468.0,20732.26,169983942.94
1570579200000,8168.33,8700.0,8113.0,8559.77,65453.64,1570665599999,549731852.71,114326.0,31442.18,264417929.46
1570665600000,8559.77,8640.89,8419.34,8556.02,44285.67,1570751999999,377726959.92,83861.0,20092.24,171338103.6
1570752000000,8557.0,8788.0,8210.0,8255.58,69157.96,1570838399999,582172642.93,116971.0,32857.38,276631930.44
1570838400000,8255.54,8397.45,8248.34,8300.22,37761.51,1570924799999,314379330.83,68373.0,15308.28,127444857.0
1570924800000,8300.31,8456.0,8137.3,8274.66,43820.91,1571011199999,365285901.78,80857.0,19428.26,161922305.96
1571011200000,8274.33,8381.77,8205.02,8346.05,61999.82,1571097599999,514903627.22,93034.0,28780.2,239007671.61
1571097600000,8346.31,8408.62,8080.0,8160.01,86246.75,1571183999999,711597427.68,97630.0,42904.66,353848388.66
1571184000000,8160.55,8184.0,7900.24,7992.21,70434.45,1571270399999,566811841.95,90317.0,37094.34,298603912.33
1571270400000,7994.76,8124.63,7930.0,8069.2,58354.6,1571356799999,468701651.96,80845.0,30214.47,242659204.07
1571356800000,8069.41,8117.3,7812.0,7943.94,75251.35,1571443199999,597673590.51,102381.0,38916.49,309267700.82
1571443200000,7945.57,8108.54,7852.12,7947.13,78024.4,1571529599999,620945265.24,98068.0,39948.01,317935233.12
1571529600000,7947.78,8300.5,7871.17,8218.23,78663.91,1571615999999,631533255.81,120205.0,40050.33,321455250.65
1571616000000,8218.23,8334.57,8150.0,8201.74,59928.52,1571702399999,492366045.42,100497.0,30160.55,247796532.58
1571702400000,8201.0,8290.0,8000.0,8020.89,69506.88,1571788799999,568694788.53,115709.0,35709.34,292256359.88
1571788800000,8020.68,8047.78,7172.76,7465.0,108484.14,1571875199999,828695587.23,202487.0,52606.53,402104914.24
1571875200000,7465.18,7495.81,7337.44,7411.35,66719.53,1571961599999,495690565.12,111756.0,30969.4,230099709.68
1571961600000,7410.07,8800.0,7359.0,8650.0,165118.93,1572047999999,1351037936.5,322189.0,84120.47,688544824.62
1572048000000,8650.0,10408.48,8626.89,9232.22,248161.16,1572134399999,2322814045.65,503375.0,122864.96,1150211174.5
1572134400000,9234.75,9803.83,9066.07,9533.32,163544.02,1572220799999,1551811193.39,309972.0,80566.54,764499120.83
1572220800000,9534.37,9930.13,9156.03,9217.36,155599.98,1572307199999,1475693085.47,279048.0,76273.35,723564688.42
1572307200000,9215.78,9569.1,9070.0,9415.02,124703.01,1572393599999,1169427308.33,242823.0,62048.88,581950211.44
1572393600000,9415.02,9418.65,8975.72,9165.3,98464.86,1572479999999,904505541.0,233836.0,48285.84,443630358.87
1572480000000,9163.4,9438.64,8933.0,9150.0,98836.04,1572566399999,907028492.39,247658.0,48306.46,443407541.09
1572566400000,9149.88,9280.0,9050.27,9231.01,87256.95,1572652799999,798942104.66,237247.0,43597.28,399260881.59
1572652800000,9231.7,9375.0,9194.98,9287.8,56602.06,1572739199999,524748680.14,163182.0,28059.74,260168612.43
1572739200000,9288.96,9366.69,9073.0,9197.88,75612.72,1572825599999,695623695.12,257133.0,36510.15,335956143.69
1572825600000,9197.86,9550.0,9126.01,9395.46,90433.36,1572911999999,841596521.35,248571.0,45855.16,426830045.76
1572912000000,9395.47,9457.13,9164.33,9313.2,113738.23,1572998399999,1060847258.19,276198.0,55746.25,520070934.39
1572998400000,9313.1,9450.0,9259.48,9343.6,73767.91,1573084799999,689203217.44,190226.0,36712.81,343050022.06
1573084800000,9344.29,9381.93,9091.2,9219.64,77389.57,1573171199999,714933248.83,178691.0,37470.37,346192853.59
1573171200000,9221.63,9259.3,8669.85,8775.03,151851.16,1573257599999,1355101393.82,319405.0,72769.69,649293540.82
1573257600000,8775.6,8878.0,8727.0,8811.15,66846.39,1573343999999,588949194.27,183364.0,33155.84,292132348.52
1573344000000,8811.3,9187.0,8760.0,9041.31,91099.2,1573430399999,814629855.83,245197.0,46128.5,412510349.47
1573430400000,9041.31,9072.91,8611.11,8728.93,113373.76,1573516799999,996043073.24,324917.0,54699.88,480481270.05
1573516800000,8729.89,8889.06,8552.12,8817.0,107520.55,1573603199999,938793146.97,287214.0,53715.54,469120125.09
1573603200000,8817.94,8838.0,8712.0,8774.76,58585.81,1573689599999,513537401.06,163995.0,28973.71,253992939.01
1573689600000,8774.78,8798.06,8581.39,8642.25,87100.0,1573775999999,754801551.1,225625.0,42551.68,368778066.67
1573776000000,8642.47,8780.0,8380.0,8473.27,145602.5,1573862399999,1246865100.25,368156.0,70893.75,607257636.23
1573862400000,8473.3,8540.54,8435.0,8491.06,48657.04,1573948799999,412710046.7,152747.0,24188.91,205184331.4
1573948800000,8491.18,8631.0,8355.78,8504.04,72152.27,1574035199999,614653043.33,215149.0,35856.74,305540218.52
1574035200000,8504.13,8504.71,8050.0,8183.26,123477.14,1574121599999,1028202469.95,363313.0,57762.94,481284030.8
1574121600000,8183.3,8212.87,8000.0,8131.7,110854.03,1574207999999,898778770.86,294385.0,55317.77,448604645.24
1574208000000,8131.12,8230.0,8037.5,8094.05,87352.38,1574294399999,708540147.02,241974.0,42908.64,348108865.78
1574294400000,8094.57,8131.51,7432.0,7621.9,180289.19,1574380799999,1400628627.16,412277.0,85629.62,665273856.38
1574380800000,7621.89,7765.03,6762.73,7262.72,371213.95,1574467199999,2688155961.25,999166.0,181934.58,1317759038.43
1574467200000,7261.89,7345.84,7073.38,7305.99,139643.31,1574553599999,1008592734.24,378359.0,69436.27,501584575.32
1574553600000,7306.19,7324.92,6855.91,6900.86,183676.08,1574639999999,1303419525.39,504021.0,90242.18,640683949.09
1574640000000,6899.77,7386.29,6510.19,7102.03,333987.91,1574726399999,2320368143.09,926856.0,166657.75,1158186261.83
1574726400000,7103.34,7340.06,7011.9,7150.0,193962.09,1574812799999,1384559257.55,525112.0,96641.34,689914525.11
1574812800000,7149.97,7669.2,6850.0,7506.77,297842.99,1574899199999,2162938473.37,787562.0,150498.29,1093383212.52
1574899200000,7506.78,7643.0,7356.0,7415.79,175000.61,1574985599999,1314201480.29,439167.0,86015.12,646137430.46
1574985600000,7417.0,7850.0,7394.57,7736.66,185819.19,1575071999999,1415257727.65,481870.0,93865.65,714816879.6
1575072000000,7737.23,7800.0,7444.18,7542.93,141966.39,1575158399999,1081497211.8,362290.0,68012.8,518148680.57
1575158400000,7541.08,7541.08,7222.29,7387.38,196291.25,1575244799999,1442570909.29,500459.0,96077.05,706184674.41
1575244800000,7388.0,7416.75,7137.74,7291.0,143966.95,1575331199999,1049763091.44,370901.0,71412.23,520828889.4
1575331200000,7291.74,7404.42,7231.35,7290.86,84699.47,1575417599999,618921233.0,233130.0,41922.42,306376914.66
1575417600000,7290.85,7800.0,7070.0,7191.0,274879.48,1575503999999,2010415073.8,593445.0,137506.05,1006126277.04
1575504000000,7189.42,7480.0,7142.54,7384.99,176315.11,1575590399999,1291358111.13,446089.0,88995.66,651916487.69
1575590400000,7384.66,7602.44,7295.73,7522.1,136218.71,1575676799999,1009056959.83,367352.0,68368.6,506601998.64
1575676800000,7521.13,7616.91,7467.44,7487.2,83208.78,1575763199999,625725539.43,223129.0,41704.62,313651040.57
1575763200000,7487.19,7559.39,7376.0,7508.2,84380.34,1575849599999,631265923.89,218684.0,41942.11,313824486.14
1575849600000,7507.87,7676.48,7269.05,7337.49,136440.18,1575935999999,1017059787.61,349478.0,66499.45,495926980.65
1575936000000,7338.2,7403.71,7152.0,7220.98,126662.79,1576022399999,923135831.86,294099.0,61838.4,450779830.93
1576022400000,7220.92,7267.0,7117.74,7205.77,97320.73,1576108799999,701421427.95,224496.0,48330.93,348364573.68
1576108800000,7206.78,7295.12,7080.0,7194.77,140594.11,1576195199999,1009269923.91,304604.0,70699.72,507632396.13
1576195200000,7194.08,7298.0,7190.0,7252.98,80178.83,1576281599999,580009722.04,187255.0,39706.5,287254508.29
1576281600000,7252.98,7266.14,7007.86,7061.34,97837.51,1576367999999,697707778.25,236813.0,46055.74,328458564.52
1576368000000,7060.79,7196.0,7004.77,7115.0,87933.23,1576454399999,623906287.17,180924.0,44537.1,316054323.43
1576454400000,7115.45,7147.34,6831.0,6887.54,117597.89,1576540799999,823110567.2,249488.0,55589.14,389248743.38
1576540800000,6887.48,6940.0,6550.0,6618.96,166411.29,1576627199999,1119916913.97,348899.0,80946.31,544935938.71
1576627200000,6618.96,7479.99,6427.0,7277.44,328489.59,1576713599999,2241615061.57,675369.0,170098.07,1162033511.32
1576713600000,7278.11,7367.87,7042.82,7146.29,158849.57,1576799999999,1136320673.88,323697.0,77011.06,550959774.93
1576800000000,7146.29,7217.08,7078.17,7184.39,86449.57,1576886399999,618061855.49,179313.0,43256.65,309304170.52
1576886400000,7184.39,7185.0,7108.0,7131.01,44340.86,1576972799999,316691491.65,99594.0,21922.42,156577993.45
1576972800000,7131.02,7517.61,7122.0,7502.92,129797.4,1577059199999,948741532.64,278563.0,67246.22,491804710.46
1577059200000,7502.92,7691.0,7262.0,7314.01,215298.79,1577145599999,1615203184.89,431464.0,104347.76,782959154.72
1577145600000,7314.03,7434.55,7156.08,7252.04,149081.0,1577231999999,1087303262.61,279760.0,73067.04,532985114.5
1577232000000,7251.57,7267.63,7123.19,7201.45,96965.07,1577318399999,699094669.91,174360.0,47370.96,341563035.21
1577318400000,7201.67,7438.8,7151.0,7197.46,133973.53,1577404799999,973097296.82,246938.0,66703.49,484623657.66
1577404800000,7197.84,7270.0,7078.89,7248.4,112284.61,1577491199999,808407623.11,211189.0,55474.66,399477860.94
1577491200000,7248.4,7359.15,7235.0,7311.48,91292.88,1577577599999,667101749.38,156362.0,44857.62,327797632.98
1577577600000,7310.29,7527.0,7283.6,7383.67,102543.97,1577663999999,756943061.51,186571.0,52979.27,391211316.81
1577664000000,7383.68,7400.0,7215.58,7240.43,94375.36,1577750399999,689435672.17,174925.0,44946.51,328331116.75
1577750400000,7240.8,7319.0,7141.0,7189.0,89203.44,1577836799999,643792056.64,157014.0,42880.85,309552260.21
1577836800000,7189.43,7260.43,7170.15,7197.57,56801.33,1577923199999,409678760.57,101871.0,28834.2,208001969.85
1577923200000,7197.57,7209.59,6922.0,6962.04,115295.68,1578009599999,815627831.08,224747.0,55404.26,391911677.43
1578009600000,6962.34,7407.28,6863.44,7341.72,208493.46,1578095999999,1507313613.43,409820.0,107485.96,777056807.78
1578096000000,7341.6,7400.0,7269.21,7350.71,92586.03,1578182399999,678402363.74,186349.0,46139.09,338139639.44
1578182400000,7350.54,7495.0,7303.0,7354.36,117765.97,1578268799999,874488521.38,238905.0,58447.54,434120205.46
1578268800000,7354.36,7808.65,7345.0,7757.39,168150.32,1578355199999,1272203777.3,323625.0,86031.41,651077883.25
1578355200000,7757.74,8215.33,7733.0,8152.49,280809.16,1578441599999,2233372067.1,526402.0,140703.92,1119355459.77
1578441600000,8150.9,8468.42,7870.11,8059.84,321225.11,1578527999999,2644782835.79,650971.0,157260.45,1295047587.12
1578528000000,8059.77,8060.0,7750.01,7818.59,187263.14,1578614399999,1478591346.02,362420.0,91426.06,721979491.09
1578614400000,7817.91,8210.62,7670.0,8207.09,253783.95,1578700799999,2013738849.92,542054.0,129373.46,1026943509.86
1578700800000,8207.2,8292.19,8003.87,8020.56,164741.72,1578787199999,1338581053.97,354690.0,81244.93,660268578.08
1578787200000,8020.58,8195.0,7956.28,8186.7,108629.96,1578873599999,881428055.69,243290.0,54658.74,443543021.84
1578873600000,8186.22,8200.0,8053.78,8113.0,74581.36,1578959999999,604921759.07,184440.0,36688.58,297649675.37
1578960000000,8112.99,8893.0,8109.02,8825.0,290777.98,1579046399999,2496741836.27,652920.0,149457.71,1283141153.07
1579046400000,8825.0,8921.2,8570.52,8825.3,237633.84,1579132799999,2084078908.16,435491.0,115421.37,1012516254.34
1579132800000,8825.35,8868.21,8596.25,8725.08,167958.96,1579219199999,1460649456.34,294579.0,83305.76,724430509.13
1579219200000,8724.99,9039.0,8680.0,8918.72,205717.69,1579305599999,1827760141.14,390463.0,102758.04,913167403.8
1579305600000,8918.73,8995.0,8816.0,8925.0,114708.68,1579391999999,1021654832.45,220520.0,57164.22,509171594.41
1579392000000,8925.0,9205.3,8440.91,8705.85,225314.52,1579478399999,1990403744.34,444795.0,109554.5,968352310.34
1579478400000,8705.98,8750.37,8526.06,8650.0,125161.68,1579564799999,1083263125.12,240897.0,60421.58,522998706.34
1579564800000,8650.0,8790.1,8448.6,8742.43,107577.15,1579651199999,931932876.51,200875.0,53560.55,464224799.87
1579651200000,8742.78,8820.0,8585.85,8684.57,94305.5,1579737599999,819676430.86,180455.0,46246.21,402021377.35
1579737600000,8684.47,8694.0,8326.0,8409.6,163407.06,1579823999999,1383035382.7,335447.0,79123.16,669543820.63
1579824000000,8410.0,8528.0,8247.0,8441.96,144785.39,1579910399999,1217077351.54,316370.0,72647.47,610835373.12
1579910400000,8442.82,8455.0,8272.0,8344.64,96961.71,1579996799999,809079683.35,186872.0,47660.88,397729498.39
1579996800000,8344.37,8624.45,8300.0,8611.21,117898.92,1580083199999,999306483.14,218347.0,61183.6,518823465.26
1580083200000,8611.21,9015.48,8565.0,8913.61,172235.33,1580169599999,1511064610.56,359034.0,88760.41,778817122.1
1580169600000,8913.61,9436.06,8905.0,9398.98,244467.55,1580255999999,2222778105.27,455985.0,123183.08,1120479865.69
1580256000000,9399.72,9460.52,9242.0,9311.0,169460.64,1580342399999,1584974428.3,338155.0,82813.38,774750108.56
1580342400000,9311.23,9599.0,9210.42,9525.67,190137.54,1580428799999,1789181440.43,393732.0,96408.37,907696824.99
1580428800000,9525.67,9550.72,9220.0,9364.51,146644.03,1580515199999,1373298967.87,266727.0,70753.4,662550732.9
1580515200000,9364.5,9477.76,9306.0,9392.74,109040.28,1580601599999,1024210862.88,229569.0,54324.09,510351956.1
1580601600000,9392.99,9489.92,9160.01,9338.2,148402.98,1580687999999,1391948766.66,285872.0,72902.03,684047981.73
1580688000000,9340.49,9647.61,9250.0,9300.64,159049.38,1580774399999,1491076833.73,313233.0,79180.28,742527413.93
1580774400000,9300.63,9368.0,9105.0,9198.35,147843.9,1580860799999,1363688333.15,282503.0,71776.67,662220645.49
1580860800000,9198.32,9799.08,9179.88,9630.0,212311.7,1580947199999,2014987376.44,387332.0,111557.89,1058639964.76
1580947200000,9630.0,9884.0,9550.0,9778.12,200556.37,1581033599999,1950865328.55,366953.0,98843.93,961671262.22
1581033600000,9777.97,9900.0,9736.66,9821.52,129740.77,1581119999999,1272175090.9,244078.0,63763.92,625379177.0
1581120000000,9821.52,9956.0,9680.55,9906.43,129267.27,1581206399999,1270369231.27,238583.0,65282.12,641725121.85
1581206400000,9906.09,10184.34,9892.15,10167.38,143407.01,1581292799999,1446593331.86,270733.0,72981.76,736106490.6
1581292800000,10167.37,10213.56,9750.0,9865.56,184242.74,1581379199999,1831546625.43,333889.0,89129.89,885869924.25
1581379200000,9865.56,10409.96,9729.36,10229.06,190119.82,1581465599999,1906183204.96,381836.0,98272.12,985932564.88
1581465600000,10230.74,10479.98,10229.71,10339.99,159674.26,1581551999999,1650500848.24,336615.0,80738.92,834714299.74
1581552000000,10339.64,10540.0,10101.0,10239.63,213052.72,1581638399999,2192034973.13,454247.0,101980.09,1049813430.0
1581638400000,10240.02,10390.0,10123.37,10356.82,130975.75,1581724799999,1345001966.04,267110.0,67096.63,689188914.55
1581724800000,10356.27,10389.75,9752.3,9914.99,152146.13,1581811199999,1533600988.37,325934.0,70415.86,709791351.8
1581811200000,9914.31,10060.45,9626.64,9921.86,141547.96,1581897599999,1398906974.56,321449.0,69642.56,688533908.96
1581897600000,9921.87,9971.0,9461.89,9716.0,185338.18,1581983999999,1795989784.49,399493.0,89956.13,871881279.7
1581984000000,9716.0,10270.0,9598.0,10174.32,166119.37,1582070399999,1642320613.88,398826.0,84019.97,831000734.63
1582070400000,10174.53,10286.0,9293.07,9593.65,187495.93,1582156799999,1861820032.84,442535.0,86400.2,858942080.39
1582156800000,9593.31,9700.0,9382.59,9601.99,143105.59,1582243199999,1370467343.19,340441.0,69158.41,662462607.26
1582243200000,9601.51,9759.59,9547.0,9681.39,98954.29,1582329599999,957995037.55,222939.0,49439.47,478708044.52
1582329600000,9681.39,9710.7,9565.0,9659.2,58419.55,1582415999999,563688224.3,137989.0,29109.51,280905403.94
1582416000000,9658.95,10018.9,9657.0,9943.12,97134.36,1582502399999,959596142.39,229104.0,49886.57,492833810.65
1582502400000,9943.12,10000.0,9487.38,9662.95,157965.67,1582588799999,1535789024.66,357670.0,73688.39,716559068.77
1582588800000,9662.88,9686.78,9247.0,9326.0,168641.72,1582675199999,1596316068.56,370353.0,80606.88,763338066.82
1582675200000,9326.0,9384.0,8610.0,8792.22,267005.17,1582761599999,2409004404.58,594555.0,125256.23,1130195815.14
1582761600000,8793.96,8978.0,8533.9,8828.0,200638.49,1582847999999,1763578868.15,447761.0,99331.86,873383824.35
1582848000000,8827.12,8908.86,8450.0,8699.57,196066.11,1582934399999,1698656157.08,479621.0,97577.39,845846202.84
1582934400000,8699.86,8799.83,8530.0,8531.98,103524.68,1583020799999,898160923.82,217411.0,49487.07,429493104.73
1583020800000,8532.5,8762.24,8409.0,8537.84,174332.92,1583107199999,1494294629.11,346326.0,85613.61,734002269.83
1583107200000,8537.84,8972.0,8504.95,8919.7,160294.48,1583193599999,1405207928.77,330286.0,83302.18,730389307.53
1583193600000,8919.7,8922.34,8657.41,8765.0,160123.61,1583279999999,1406716868.87,331015.0,77472.25,680849226.53
1583280000000,8765.0,8853.88,8669.23,8756.93,105462.12,1583366399999,923600039.9,219177.0,51814.45,453837266.49
1583366400000,8755.98,9172.3,8755.98,9062.81,161840.62,1583452799999,1458350448.95,305604.0,81304.77,732252544.57
1583452800000,9062.62,9179.75,8994.14,9139.48,115011.58,1583539199999,1045435230.09,226911.0,56607.2,514641871.77
1583539200000,9139.77,9204.0,8850.0,8897.18,125805.0,1583625599999,1135455550.23,240352.0,59759.07,539566671.31
1583625600000,8895.62,8897.71,7997.7,8038.46,237407.03,1583711999999,2003492668.7,443337.0,109247.1,922054657.56
1583712000000,8038.99,8182.31,7635.21,7932.15,334399.11,1583798399999,2627368283.38,630254.0,165620.73,1301613335.97
1583798400000,7932.45,8156.31,7733.0,7897.66,257068.7,1583884799999,2044527824.74,480453.0,127445.51,1013900855.45
1583884800000,7898.21,7988.0,7593.29,7938.39,220537.38,1583971199999,1724800753.69,401429.0,109589.74,857478719.1
1583971200000,7938.39,7969.0,4347.0,4764.65,784747.02,1584057599999,4935684191.16,1559176.0,376597.67,2360894110.2
1584057600000,4762.28,5971.0,3621.81,5570.26,935489.24,1584143999999,4777193239.09,2491958.0,465297.84,2382258317.76
1584144000000,5569.84,5638.42,5040.0,5167.01,316242.59,1584230399999,1697439879.44,778184.0,157435.12,845705102.99
1584230400000,5167.21,5954.47,5089.12,5357.32,356311.76,1584316799999,1916062699.25,806813.0,184750.04,993937103.51
1584316800000,5354.81,5361.26,4413.62,5026.26,621555.79,1584403199999,3043134893.45,1445469.0,318949.69,1562954333.84
1584403200000,5027.11,5529.98,4913.49,5307.38,429908.1,1584489599999,2271134947.4,1054231.0,232442.76,1228638059.36
1584489600000,5306.42,5435.0,4982.75,5389.64,402005.7,1584575999999,2108477121.16,915737.0,211992.38,1112844886.82
1584576000000,5389.94,6400.0,5246.5,6159.6,499391.19,1584662399999,2922169778.66,1105378.0,265398.1,1552134878.5
1584662400000,6159.41,6911.0,5650.0,6203.77,571898.02,1584748799999,3643186059.95,1274738.0,293613.56,1872418332.77
1584748800000,6204.47,6457.17,5854.01,6183.69,387679.65,1584835199999,2387762770.12,986672.0,209288.23,1289545015.13
1584835200000,6183.84,6408.91,5730.35,5810.17,391002.8,1584921599999,2379970465.43,1072425.0,206652.16,1258271434.02
1584921600000,5810.3,6619.9,5670.0,6463.84,489746.09,1585007999999,3012248578.74,1193611.0,257236.82,1581915987.31
1585008000000,6463.21,6840.0,6369.0,6741.33,437968.55,1585094399999,2903592538.87,1114257.0,220131.44,1459407736.51
1585094400000,6740.86,6960.71,6436.26,6673.41,400684.54,1585180799999,2667204859.28,1046097.0,210095.39,1398811490.78
1585180800000,6673.57,6777.5,6500.0,6733.76,281245.63,1585267199999,1870132448.53,808889.0,144932.28,963995272.45
1585267200000,6733.76,6840.0,6230.0,6353.64,258213.52,1585353599999,1715677661.94,741333.0,128814.89,856756136.7
1585353600000,6353.64,6354.74,6004.0,6230.95,341944.18,1585439999999,2120036125.18,1008455.0,179087.05,1110754027.49
1585440000000,6231.81,6260.0,5857.6,5876.27,251335.92,1585526399999,1525085226.99,695647.0,129308.42,785278094.71
1585526400000,5876.27,6606.15,5850.0,6391.08,387322.0,1585612799999,2435748934.79,1071219.0,206399.46,1297813744.09
1585612800000,6389.52,6516.63,6320.0,6407.1,262522.64,1585699199999,1689175318.59,790788.0,135500.44,872136163.37
1585699200000,6407.1,6693.0,6140.0,6641.51,390529.6,1585785599999,2470585503.92,1158799.0,205706.3,1302204912.98
1585785600000,6641.22,7290.0,6542.73,6791.63,531321.43,1585871999999,3604597593.43,1382876.0,275029.95,1866373988.52
1585872000000,6791.65,7049.11,6600.0,6729.8,411944.93,1585958399999,2809083862.32,1074346.0,213227.06,1454161274.24
1585958400000,6729.8,7020.0,6629.99,6851.1,319849.76,1586044799999,2168134179.35,918658.0,168633.54,1143488982.77
1586044800000,6851.4,6893.44,6668.02,6768.9,239224.51,1586131199999,1622119002.66,698862.0,124679.65,845686533.04
1586131200000,6768.9,7370.0,6760.0,7325.73,461331.01,1586217599999,3269655313.6,1279153.0,245413.28,1739459125.8
1586217600000,7325.73,7457.0,7070.43,7192.9,419572.04,1586303999999,3065548691.91,1075255.0,209708.68,1532853201.79
1586304000000,7192.9,7417.83,7145.14,7357.66,332599.58,1586390399999,2426530950.32,1007080.0,169892.34,1239759697.97
1586390400000,7357.15,7365.69,7105.98,7278.65,293638.58,1586476799999,2136691783.39,844238.0,148199.88,1078758413.37
1586476800000,7278.83,7290.0,6741.0,6857.82,440148.45,1586563199999,3057722780.62,1366733.0,211454.74,1468630300.75
1586563200000,6858.0,6944.28,6757.29,6874.18,224157.84,1586649599999,1535701119.55,703329.0,118780.25,813906235.85
1586649600000,6874.17,7173.98,6775.66,6900.52,321594.82,1586735999999,2245397129.54,960439.0,165602.5,1156344165.99
1586736000000,6900.19,6900.99,6558.0,6834.0,421954.77,1586822399999,2840095791.57,1257602.0,216013.23,1454395944.53
1586822400000,6834.01,6975.6,6751.0,6864.11,280445.43,1586908799999,1926255197.49,1002761.0,144042.07,989428438.98
1586908800000,6864.11,6929.0,6602.59,6616.89,281136.69,1586995199999,1902882417.26,978500.0,140357.1,950242642.95
1586995200000,6616.88,7190.92,6465.33,7098.15,559868.6,1587081599999,3869854829.9,1570129.0,297526.01,2057137960.76
1587081600000,7098.15,7140.0,6981.0,7022.44,277339.6,1587167999999,1958075004.69,815405.0,140468.71,991899745.51
1587168000000,7022.0,7290.0,7008.11,7242.42,225807.17,1587254399999,1616702892.4,665801.0,119681.74,857010922.77
1587254400000,7242.49,7258.42,7055.0,7118.03,216975.11,1587340799999,1550386464.9,687566.0,107002.4,764610435.93
1587340800000,7118.04,7208.55,6735.95,6825.29,445104.98,1587427199999,3107676568.45,1327875.0,221767.06,1548488407.85
1587427200000,6825.28,6940.0,6759.16,6838.0,288024.53,1587513599999,1972271576.59,927606.0,149431.95,1023520677.34
1587513600000,6838.0,7154.9,6812.57,7120.06,306482.16,1587599999999,2147460698.31,926951.0,164226.94,1150676739.48
1587600000000,7120.06,7802.38,7020.0,7483.35,472510.05,1587686399999,3475717726.55,1298970.0,243729.51,1792632117.31
1587686400000,7483.36,7612.91,7388.0,7504.11,278378.37,1587772799999,2091451737.77,808016.0,139206.08,1046136713.88
